Title,IMDB_Rating,Reelgood_Rating,Genres,Year,Tags,Country,Source,Rated,Duration,Description,Director,Employees
Go!,5.9,,"['Family', 'Sport']",2020,['Racing'],Australia,Netflix,,PT1H50M,"Jack is a charismatic larrikin who has just discovered the one thing he's really good at — go-kart racing. With the support of his mentor, Patrick, an old race car driver with a secret past, and his best mates Colin and Mandy, Jack must learn to control his recklessness if he is to defeat the best drivers in Australia, including the ruthless champion Dean, and win the National title.Go! featuring Richard Roxburgh and Frances O'Connor is streaming with subscription on Netflix. It's a family and sport movie with an average IMDb audience rating of 5.9 (2,828 votes) and was well received by critics.",Lankyboy,"['Richard Roxburgh', ""Frances O'Connor"", 'Dan Wyllie', 'Cooper van Grootel', 'William Lodder', 'Anastasia Bampos', 'Damian de Montemas', 'Darius Amarfio Jefferson', 'Rhys Lander', 'Adam T Perkins', 'Jack Connell', 'Simon Lockwood', 'Shannon Diamond', 'Riley Papalia', 'Emily Machin', 'Sonia Borella', ""Davilia O'Connor"", 'Gus Worland', 'Grant Stephenson', 'Darney Jefferson', 'Christopher Mitchell', 'Jamie Hilton', 'Sonia Borella', 'Berry Meyerowitz', 'Jeff Sackman', 'Joel Pearlman', 'Michael Pontin', 'Steve Worland']"
Theo Von: No Offense,5.6,,"['Documentary', 'Comedy']",2016,[],America,Netflix,,PT1H5M,"Known for always saying the unexpected and telling it like it is, even at the expense of offending, Louisiana comedian Theo Von returns home to film his first stand-up comedy special for Netflix at the Civic Theater in New Orleans.Theo Von: No Offense featuring Theo Von is streaming with subscription on Netflix. It's a comedy and documentary movie with an average IMDb audience rating of 5.6 (875 votes).",John Asher,"['Theo Von', 'Theo Von']"
A Life of Speed: The Juan Manuel Fangio Story,7,,"['Biography', 'Documentary']",2020,"['Racing', 'Car']",Argentina,Netflix,,PT1H32M,"Juan Manuel Fangio was the Formula One king, winning five world championships in the early 1950s — before protective gear or safety features were used.A Life of Speed: The Juan Manuel Fangio Story featuring Juan Manuel Fangio and Fernando Alonso is streaming with subscription on Netflix. It's a biography and documentary movie with a better than average IMDb audience rating of 7.0 (1,920 votes).",Francisco Macri,"['Juan Manuel Fangio', 'Fernando Alonso', 'Alain Prost', 'Jackie Stewart', 'Mika Häkkinen', 'Carlos Reutemann', 'Toto Wolff', 'Nico Rosberg', 'Hans Hermann', 'Agustina Macri', 'Alfredo Federico', 'Dalila Zaritzky', 'Guillermo Rossic', 'Rodrigo H. Vila', 'Luciano Origlio', 'Rodrigo H. Vila']"
Sightless,5.5,,"['Drama', 'Thriller']",2020,[],America,Netflix,,PT1H29M,"After an attack renders her blind, Ellen withdraws from the world to recover. But soon she plunges into paranoia, unable to convince anyone that her assailant has returned to terrorize her by hiding in plain sight.Sightless featuring Madelaine Petsch and Alexander Koch is streaming with subscription on Netflix, available for rent or purchase on iTunes, available for rent or purchase on Google Play, and 2 others. It's a drama and thriller movie with an average IMDb audience rating of 5.5 (8,223 votes).",Cooper Karl,"['Madelaine Petsch', 'Alexander Koch', 'December Ensminger', 'Lee Jones', 'Deniz Akdeniz', 'Jarrod Crawford', 'Matthew Yang King', 'Mikandrew Perdaris', 'Samuel Gostnell', 'Courtney Compton', 'Kaila York', 'Nigel Thomas', 'Rick Benattar', 'Todd Y. Murata', 'Cooper Karl', 'Phillip Lober']"
Sightless,5.5,,"['Drama', 'Thriller']",2020,[],America,Netflix,,PT1H29M,"After an attack renders her blind, Ellen withdraws from the world to recover. But soon she plunges into paranoia, unable to convince anyone that her assailant has returned to terrorize her by hiding in plain sight.Sightless featuring Madelaine Petsch and Alexander Koch is streaming with subscription on Netflix, available for rent or purchase on iTunes, available for rent or purchase on Google Play, and 2 others. It's a drama and thriller movie with an average IMDb audience rating of 5.5 (8,223 votes).",Cooper Karl,"['Madelaine Petsch', 'Alexander Koch', 'December Ensminger', 'Lee Jones', 'Deniz Akdeniz', 'Jarrod Crawford', 'Matthew Yang King', 'Mikandrew Perdaris', 'Samuel Gostnell', 'Courtney Compton', 'Kaila York', 'Nigel Thomas', 'Rick Benattar', 'Todd Y. Murata', 'Cooper Karl', 'Phillip Lober']"
Operation Christmas Drop,5.8,,"['Family', 'Comedy']",2020,"['Military', 'Christmas', 'Holiday']",America,Netflix,All (G),PT1H35M,"While gathering evidence to support closing a tropical U.S. Air Force base, a congressional aide warms to its generous captain.Operation Christmas Drop featuring Kat Graham and Alexander Ludwig is streaming with subscription on Netflix. It's a comedy and family movie with an average IMDb audience rating of 5.8 (11,367 votes) and was met with mixed reviews by critics.",Martin Wood,"['Kat Graham', 'Alexander Ludwig', 'Virginia Madsen', 'Janet Kidder', 'Jeffrey Joseph', 'Bethany Brown', 'Trezzo Mahoro', 'Rohan Campbell', 'Aliza Vellani', 'Aaron Douglas', 'Xavier de Guzman', 'Bruce Best', 'Linden Banks', 'Eileen Pedde', 'Brittany-Ellen Willacy', 'Audrey Wise Alvarez', 'Kyle Benjamin Young', 'Shondiin Czosek', 'Kasey Ann Hinton', 'Reese Alexander', 'Sara Nicole Duke Untalan', 'Brad Krevoy', 'Steven R. McGlothen', 'Amanda Phillips Atkins', 'Amy Krell', 'Eric Jarboe', 'Jimmy Townsend', 'Brian Sawyer', 'Gregg Rossen']"
Silver Skates,7.1,,"['Action & Adventure', 'Drama']",2020,"['Sports', 'Christmas', 'Holiday']",Russia,Netflix,18+ (R),PT2H16M,"1899, the Christmas-time St.Petersburg. Ice-covered rivers and canals of the capital seethe with festive activities. On the eve of the new century those who should not be destined to meet, come together. They are people from different worlds: Matvey, the son of a lamplighter, whose only treasure is his silver-plated skates; Alice is the daughter of a high-ranking official dreaming of science. Each of them has his own difficult life-story, but having accidentally met they rush forward together in pursuit of their dreams.Silver Skates featuring Fedor Fedotov and Sofya Priss is streaming with subscription on Netflix. It's an action & adventure and drama movie with a better than average IMDb audience rating of 7.1 (5,844 votes).",Mikhail Lokshin,"['Fedor Fedotov', 'Sofya Priss', 'Aleksey Guskov', 'Yuri Kolokolnikov', 'Severija Janušauskaitė', 'Kirill Zaytsev', 'Yuriy Borisov', 'Alexandra Revenko', 'Timofey Tribuntsev', 'Sergey Koltakov', 'Yan Reshetnikov', 'Denis Lavant', 'Cathy Belton', 'Vasily Kopeikin', 'Vera Pleshanova', 'Mikhail Shelomentsev', 'Dmitry Lysenkov', 'Arkadiy Koval', 'Dmitriy Murashev', 'Valeriy Kukhareshin', 'Sergey Barkovsky', 'Anton Zlatopolsky', 'Grigory Stoyalov', 'Leonid Vereschtchaguine', 'Nikita Mikhalkov', 'Petr Anurov', 'Rafael Minasbekyan', 'Roman Kantor']"
The Three Deaths of Marisela Escobedo,8.1,,"['Crime', 'Documentary']",2020,[],Mexico,Netflix,18+ (R),PT1H49M,"Follows a mother's tireless crusade to jail her daughter's murderer after Mexico's justice system failed to do so.The Three Deaths of Marisela Escobedo featuring Juan Manuel Fraire Escobedo and Alejandro Fraire is streaming with subscription on Netflix. It's a crime and documentary movie with a high IMDb audience rating of 8.1 (1,657 votes).",Carlos Pérez Osorio,"['Juan Manuel Fraire Escobedo', 'Alejandro Fraire', 'Blanca Escobedo', 'Patricia González', 'Ruth Fierro', 'Ivonne Gutiérrez', 'Sara Rafsky', 'Laura Woldenberg', 'Amado López']"
Cadaver,5.1,,"['Horror', 'Drama']",2020,['Apocalypse'],Finland,Netflix,18+ (R),PT1H26M,"In the aftermath of a nuclear disaster, a starving family find hope in a charismatic hotel owner. Lured by the prospect of a free dinner, they discover that the evening's entertainment blurs the lines between performance and reality. Will they wind up the spectators or the spectacle?Cadaver featuring Gitte Witt and Thomas Gullestad is streaming with subscription on Netflix. It's a drama and horror movie with a less than average IMDb audience rating of 5.1 (9,664 votes).",Jarand Herdal,"['Gitte Witt', 'Thomas Gullestad', 'Thorbjørn Harr', 'Tuva Olivia Remman', 'Trine Wiggen', 'Maria Grazia Di Meo', 'Kingsford Siayor', 'Jonatan Rodriguez', 'Stig Frode Henriksen', 'Bente Børsum', 'Helge Jordal', 'Hege Åsvang', 'Espen Horn', 'Kristian Strand Sinkerud', 'Espen Sandberg', 'Harald Zwart', 'Jan Kallista', 'Pavel Berčík', 'Tim King', 'Veslemøy Ruud Zwart', 'Jarand Herdal']"
A New York Christmas Wedding,5.3,,"['Drama', 'LGBTQ']",2020,"['Christmas', 'Holiday', 'New York']",America,Hoopla,18+ (R),PT1H28M,"As her Christmas Eve wedding draws near, Jennifer is visited by an angel and shown what could have been if she hadn't denied her true feelings for her childhood best friend.A New York Christmas Wedding featuring Nia Fairweather and Adriana DeMeo is streaming with subscription on Netflix, streaming with subscription on Hoopla, available for rent or purchase on iTunes, and 3 others. It's a drama and LGBTQ movie with a less than average IMDb audience rating of 5.3 (1,115 votes).",Otoja Abit,"['Nia Fairweather', 'Adriana DeMeo', 'Chris Noth', 'Otoja Abit', 'Cooper Koch', 'David Anzuelo', 'Denny Dillon', 'Natasha Goodman', 'Camilla Harden', 'Tyra Ferrell', 'Tony D. Head', 'Walker Hare', 'Whitney Kimball Long', 'Avery Whitted', 'Joe Perrino', 'Ian Phillips', 'Kory Apton', 'Otoja Abit', 'Armando Gutierrez', 'Chris Noth', 'Peter A. Lees', 'Otoja Abit']"
The Larva Island Movie,5.1,,"['Animation', 'Family']",2020,"['Animal', 'Jungle']",South Korea,Netflix,,PT1H29M,"Back at home, Chuck relates the island shenanigans of his larva pals Red and Yellow to a skeptical reporter in this movie sequel to the hit cartoon.The Larva Island Movie featuring Hong Beom-gi and Kang Shin-hyung is streaming with subscription on Netflix. It's an animation and family movie with a less than average IMDb audience rating of 5.1 (637 votes).",Ahn Byoung-wook,"['Hong Beom-gi', 'Kang Shin-hyung', 'Eddy Lee', 'Ahn Hyo-min', 'Kim Yeon-woo', 'Choi Nak-yoon', 'Tom Wayland', 'Erica Schroeder', 'Ahn Byoung-wook', 'Jeong Mi-rin', 'Kang Min-seong', 'Kim Jee-hyun', 'Kim Pil-sung', 'Kim Seung-hun', 'Koh Tae-wook', 'Meang Joo-gong', 'Nam Sang-won', 'Park Keun-hong']"
Alien Xmas,6.2,,"['Family', 'Animation']",2020,"['Alien', 'Christmas', 'Holiday']",America,Netflix,,PT40M,"A young elf mistakes a tiny alien for a Christmas gift, not knowing her new plaything has plans to destroy Earth's gravity — and steal all the presents.Alien Xmas featuring Dee Bradley Baker and Barbara Goodson is streaming with subscription on Netflix. It's an animation and family movie with an average IMDb audience rating of 6.2 (1,285 votes).",Stephen Chiodo,"['Dee Bradley Baker', 'Barbara Goodson', 'Kirk Thornton', 'Tony Oliver', 'Keythe Farley', 'Jessica Gee', 'Steve Staley', 'Kaliayh Rhambo', 'Madison Rojas', 'Jakari Fraser', 'Kaitlyn Robrock', 'Michelle Deco', 'John Bartnicki', 'Charles Chiodo', 'David Ellender', 'Edward Chiodo', 'Jim Strain', 'Jon Favreau', 'Karen Gilchrist', 'Sander Schwartz', 'Stephen Chiodo', ""Kealan O'Rourke""]"
Bulbbul,6.5,,"['Horror', 'Drama']",2020,"['Revenge', 'Supernatural']",India,Netflix,18+ (R),PT1H34M,"A child bride grows up to be an enigmatic woman presiding over her household, harboring a painful past as supernatural murders of men plague her village.Bulbbul featuring Tripti Dimri and Rahul Bose is streaming with subscription on Netflix. It's a drama and horror movie with an average IMDb audience rating of 6.5 (11,690 votes).",Anvita Dutt,"['Tripti Dimri', 'Rahul Bose', 'Avinash Tiwary', 'Parambrata Chatterjee', 'Paoli Dam', 'Varun Buddhadev', 'Ruchi Mahajan', 'Sameer Deshpande', 'Veera Kapur Ee', 'Anushka Sharma', 'Karnesh Sharma', 'Anvita Dutt']"
The F**k-It List,5.1,,['Comedy'],2020,[],America,Netflix,18+ (R),PT1H43M,"After a prank blows up a studious high school senior's life, he shares a list of certain things he wishes he'd done differently — and maybe still can.The F**k-It List featuring Eli Brown and Madison Iseman is streaming with subscription on Netflix, available for rent or purchase on Google Play, and available for rent or purchase on VUDU. It's a comedy movie with a less than average IMDb audience rating of 5.1 (6,108 votes).",Michael Duggan,"['Eli Brown', 'Madison Iseman', 'Marcus Scribner', ""Jerry O'Connell"", 'Natalie Zea', 'Callan Mulvey', 'Camryn Manheim', 'Karan Brar', 'Aqueela Zoll', 'Andrew Bachelor', 'Kristin Carey', 'Diana Toshiko', 'Tristan Lake Leabu', 'Chris Gann', 'Amanda Grace Benitez', 'Chris Silcox', 'Brandon Bales', 'Paul Mabon', 'Claudio Pinto', 'Eddie Navarro', 'Angela Daun', 'Michael Duggan', 'Brett Bouttier', 'Don Dunn', 'Dan McDermott', 'Michael Duggan']"
What Lies Below,4.3,,"['Mystery', 'Thriller']",2020,['Doctor'],America,Netflix,18+ (R),PT1H27M,"Liberty, a socially awkward 16-year-old, returns from two months at camp to a blindsided introduction of her mother’s fiancé, John Smith, whose charm, intelligence, and beauty paint the picture of a man too perfect to be human.What Lies Below featuring Mena Suvari and Ema Horvath is streaming with subscription on Netflix, available for rent or purchase on iTunes, available for rent or purchase on Google Play, and 3 others. It's a mystery and thriller movie with a low IMDb audience rating of 4.3 (8,258 votes).",Braden R. Duemmler,"['Mena Suvari', 'Ema Horvath', 'Trey Tucker', 'Haskiri Velazquez', 'Troy Iwata', 'Danny Corbo', 'Olan Montgomery', 'Abei Vang', 'Kristina Esposito', 'Stephen Stanley', 'Linus Hume', 'Braden R. Duemmler', 'Gavin Keese']"
Only,5,,"['Action & Adventure', 'Drama']",2020,"['Doctor', 'Space']",America,Netflix,All (G),PT1H38M,"After a comet releases a mysterious virus that begins to kill all of the women in the world, a young couple's relationship is severely tested. They hide out (from both the illness and the savages who hunt the remaining women) in their over-sterilized apartment. Ultimately the duo escapes their self-imposed quarantine to head to the wilderness.Only featuring Freida Pinto and Leslie Odom Jr. is streaming with subscription on Netflix, available for rent or purchase on iTunes, available for rent or purchase on Google Play, and 3 others. It's an action & adventure and drama movie with a less than average IMDb audience rating of 5.0 (3,466 votes).",Takashi Doscher,"['Freida Pinto', 'Leslie Odom Jr.', 'Chandler Riggs', 'Jayson Warner Smith', 'Joshua Mikel', 'Mark Ashworth', 'Tia Hendricks', 'Richard Hempton', 'Noor Naghmi', 'Maggie Parto', 'Charles Green', 'Kristopher Charles', 'Jarrod Beck', 'Charles Lawlor', 'Nicholas Anthony Reid', 'Paul Ryden', 'Hal Whiteside', 'Heidi Rew', 'Michael Shenefelt', 'Olivia De Paux', 'Faith Forrester', 'Eyal Rimmon', 'Gabrielle Pickle', 'Gideon Tadmor', 'Jim Kaufman', 'Takashi Doscher', 'John Kaefer', 'Michael Dean Parsons']"
Jungle Beat: The Movie,5.4,,"['Comedy', 'Family']",2020,[],Mauritius,Netflix,All (G),PT1H24M,The Jungle Beat animals think it’s the best thing ever when an alien arrives in the jungle bringing with him the power of speech. They also surprisingly think it’s the best thing ever when they find out that he’s been sent to conquer them.Jungle Beat: The Movie featuring David Menkin and David Rintoul is streaming with subscription on Netflix. It's a comedy and family movie with a less than average IMDb audience rating of 5.4 (999 votes).,Brent Dawes,"['David Menkin', 'David Rintoul', 'Gavin Peter', 'Florrie Wilkinson', 'Adam Neill', 'Jason Pennycooke', 'Robert G. Slade', 'Emma Lungiswa De Wet', 'Ed Kear', 'Brent Dawes']"
Shawn Mendes: In Wonder,6.5,,['Documentary'],2020,['Singing'],America,Netflix,18+ (R),PT1H23M,"A portrait of singer/songwriter Shawn Mendes' life, chronicling the past few years of his rise and journey.Shawn Mendes: In Wonder featuring Shawn Mendes and Camila Cabello is streaming with subscription on Netflix. It's a documentary movie with an average IMDb audience rating of 6.5 (2,028 votes).",Grant Singer,"['Shawn Mendes', 'Camila Cabello', 'James Haygood', 'Saul Germaine', 'Andrew Gertler', 'Ben Winston', 'Shawn Mendes']"
I’m No Longer Here: A Conversation with Guillermo Del Toro & Alfonso Cuarón,7.5,,['Documentary'],2020,[],,Netflix,,PT14M,"Guillermo del Toro and Alfonso Cuarón discuss fellow Mexican director Fernando Frías de la Parra's award-winning film ""I'm No Longer Here.""I’m No Longer Here: A Conversation with Guillermo Del Toro & Alfonso Cuarón is streaming with subscription on Netflix. It's a documentary movie with a better than average IMDb audience rating of 7.5 (16 votes).",,[]
Dolly Parton's Christmas on the Square,5.2,,"['Family', 'Comedy']",2020,"['Christmas', 'Holiday']",America,Netflix,7+ (PG),PT1H38M,"A rich and nasty woman returns to her hometown to evict everyone but discovers the true meaning of Christmas thanks to the local townsfolk – and an actual angel. Features 14 original songs with music and lyrics by Dolly Parton!Dolly Parton's Christmas on the Square featuring Dolly Parton and Christine Baranski is streaming with subscription on Netflix. It's a comedy and family movie with a less than average IMDb audience rating of 5.2 (2,678 votes).",Debbie Allen,"['Dolly Parton', 'Christine Baranski', 'Treat Williams', 'Jenifer Lewis', 'Josh Segarra', 'Jeanine Mason', 'Mary Lane Haskell', 'Matthew Johnson', 'Selah Kimbro Jones', 'Douglas Sills', 'Vivian Nixon', 'Mary Donnelly-Haskell', 'Donald Corren', ""Brandon O'Neal"", 'Mark Daniel Chmiel', 'Brandon Hudson', 'Carol Swarbrick', 'Andrew Brodeur', 'Terry Beeman', 'Yvonne Valadez', 'Stephen Caudill', 'Debbie Allen', 'Dolly Parton', 'Maria S. Schlatter', 'Sam Haskell', 'Maria S. Schlatter']"
Psycho,6.2,,"['Thriller', 'Drama']",2020,['Serial Killer'],India,Netflix,,PT2H25M,"Based on the Buddhist tale of Angulimala, a dreaded serial killer, Psycho tells the story of a blind man who gets involved in a murder mystery. trying to save his lover from a psychopath who has kidnapped her.Psycho featuring Udhayanidhi Stalin and Nithya Menen is streaming with subscription on Netflix, available for rent or purchase on iTunes, and available for rent or purchase on Google Play. It's a drama and thriller movie with an average IMDb audience rating of 6.2 (4,127 votes).",Mysskin,"['Udhayanidhi Stalin', 'Nithya Menen', 'Aditi Rao Hydari', 'Ram', 'Shaji Chen', 'Singampuli', 'Adukalam Naren', 'Renuka', 'Rajkumar Pitchumani', 'Arun Mozhi Manickam', 'Mysskin', 'Ilaiyaraaja']"
I'm Glad I Did,8.4,,['Documentary'],2020,[],Turkey,Netflix,,PT2H3M,"Metin Akpınar has not been on the theater stage since 1992. In addition to TV series and movies, new generations were able to meet him with Devekuşu Kabare's six plays that could be recorded. As if it was written today, those who watched had a taste of his unique acting in current plays. It was an acting that accompanied his talent and his intellectual background. ""I'm Glad I Did"", when transferring through the years Metin Akpinar he brought his own narrative, on the other hand, offers a different approach to Turkey's recent history, leaving an archive for the future by refreshing memory.I'm Glad I Did featuring Tilbe Saran and Metin Akpınar is streaming with subscription on Netflix. It's a documentary movie with a high IMDb audience rating of 8.4 (1,403 votes).",Selçuk Metin,"['Tilbe Saran', 'Metin Akpınar', 'Demet Akbağ', 'Perran Kutman', 'Ahmet Gülhan', 'Cihat Tamer', 'Selma Sonat', 'Suat Sungur', 'Dikmen Gürün', 'Zeynep Oral', 'Demet Taner', 'Nevra Serezli', 'Ferhan Şensoy', 'Kandemir Konduk', 'Selçuk Metin', 'Zeynep Miraç']"
Freaks – You're One of Us,5.4,,"['Action & Adventure', 'Drama']",2020,"['Superhero', 'Supernatural']",Germany,Netflix,18+ (R),PT1H33M,"After having a chance encounter with a mysterious character, Wendy, a young working class mother, discovers that she has super powers.Freaks – You're One of Us featuring Cornelia Gröschel and Tim Oliver Schultz is streaming with subscription on Netflix. It's an action & adventure and drama movie with a less than average IMDb audience rating of 5.4 (5,979 votes).",Felix Binder,"['Cornelia Gröschel', 'Tim Oliver Schultz', 'Wotan Wilke Möhring', 'Nina Kunzendorf', 'Frederic Linkemann', 'Finnlay Berger', 'Gisa Flake', 'Ralph Herforth', 'Thelma Buabeng', 'Gesine Cukrowski', 'Charlotte Banholzer', 'Marcel Nazarov', 'Stefan Mehren', 'Eddy Shore', 'Johann Fohl', 'Daniel Kamen', 'Frank Streffing', 'Maximilian Diehle', 'Jan Felski', 'Virginia Boholle', 'Rita Feldmeier', 'Florian Schneider', 'Maren Lüthje', ""Marc O'Seng"", 'Daniel Großmann', 'Matthias Mania']"
The Last Days of American Crime,3.7,,"['Action & Adventure', 'Crime']",2020,[],America,Netflix,18+ (R),PT2H28M,"In the not-too-distant future, as a final response to crime and terrorism, the U.S. government plans to broadcast a signal that will make it impossible for anyone to knowingly break the law.The Last Days of American Crime featuring Edgar Ramírez and Michael Pitt is streaming with subscription on Netflix. It's an action & adventure and crime movie with a low IMDb audience rating of 3.7 (11,376 votes).",Olivier Megaton,"['Edgar Ramírez', 'Michael Pitt', 'Anna Brewster', 'Sharlto Copley', 'Tamer Burjaq', 'Neels Clasen', 'Tony Caprari', 'Kate Normington', 'Ian Bruce', 'Norman Anstey', 'Brandon Auret', 'Daniel Fox', 'Sean Cameron Michael', 'Nathan Lynn', 'Craig Urbani', 'De Klerk Oelofse', 'Jonathan Pienaar', 'Kristen Raath', 'Shoko Yoshimura', 'Robert Hobbs', 'Inge Beckmann', 'Adam Friedlander', 'Barry Levine', 'Jason Michael Berman', 'Jesse Berger', 'Karl Gajdusek', 'Kevin Turen', 'Matlock Stone', ""Matt O'Toole"", 'Michael Yedwab', 'Rick Remender', 'Karl Gajdusek', 'David Menke', 'The Limiñanas']"
Penalty,5.3,,"['Sport', 'Drama']",2019,['Sports'],India,Netflix,,PT2H8M,"A young boy Lukram, hailing from the state of Manipur, situated in the Northeastern part of the country, is a football enthusiast and enrols in a Lucknow-based college to realise his dream of playing for the Indian national team, but his dreams start to crumble when he is subjected to blatant racism and zonal politics that is prevalent in this sport’s team-selection process.Penalty featuring Kay Kay Menon and Shashank Arora is streaming with subscription on Netflix. It's a drama and sport movie with a less than average IMDb audience rating of 5.3 (865 votes).",Shubham Singh,"['Kay Kay Menon', 'Shashank Arora', 'Lukram Smil', 'Bijou Thaangjam', 'Manjot Singh', 'Aakash Dabhade', 'Tasha Bhambra', 'Srishti Jain', 'Ashwin Kaushal', 'Aditya Srivastava', 'Nilesh Sakhiya', 'Ritu Shrivastava', 'Kalindar Mulani', 'Akhilesh Choudhary', 'Sparsh Khetarpal', 'Siddhant Madhav']"
My Wonderful Life,5.8,,"['Drama', 'Comedy']",2021,[],Poland,Netflix,,PT1H39M,"A caring daughter, a laid-back mother, a popular teacher, a wife you are thick as thieves with – Joanna – is outstanding in each of these roles. But in none of them does she feel like herself. That is why she leads a double life. She has a secret she shares with no-one.My Wonderful Life featuring Agata Buzek and Jacek Braciak is streaming with subscription on Netflix. It's a comedy and drama movie with an average IMDb audience rating of 5.8 (577 votes).",Łukasz Grzegorzek,"['Agata Buzek', 'Jacek Braciak', 'Adam Woronowicz', 'Malgorzata Zajaczkowska', 'Paweł Kruszelnicki', 'Jakub Zając', 'Wiktoria Wolańska', 'Leon Grzegorzek', 'Karolina Bruchnicka', 'Julia Kuzka', 'Grzegorz Stępniak', 'Jaromír Nohavica', 'Natalia Grzegorzek', 'Łukasz Grzegorzek']"
Seven Souls in the Skull Castle,7.3,,"['Drama', 'Action & Adventure']",2013,[],Japan,Netflix,,PT2H59M,"After the demise of warlord Nobunaga ODA, Japan was about to be unified by Hideyoshi TOYOTOMI. However, there was one man in Kanto region that was defiant to it. That man, who named himself TenmaOh (Mirai MORIYAMA) and leads the KANTO DOKURO-TO, an armed group hiding in the pitch-black DOKURO-JO (skull castle), once worked for NOBUNAGA. Sutenosuke (Shun OGURI) happens to rescue a woman who has been chased by the KANTO DOKURO-TO, which was headed by the bloodthirsty madman TenmaOh.Seven Souls in the Skull Castle featuring Shun Oguri and 早乙女太一 is streaming with subscription on Netflix. It's an action & adventure and drama movie with a better than average IMDb audience rating of 7.3 (48 votes).",Shun Oguri,"['早乙女太一', 'Mirai Moriyama', 'Riisa Naka', 'Ryo Katsuji', 'Eiko Koike', 'Shoko Takada']"
Illegal Woman,6.1,,"['Drama', 'Crime']",2020,[],Spain,Netflix,18+ (R),PT1H59M,An immigration lawyer and a Nigerian woman caught in a ring of corruption team up to uncover the truth behind a suspicious death in a detention center.Illegal Woman featuring Isak Férriz and Boris Ruiz is streaming with subscription on Netflix. It's a crime and drama movie with an average IMDb audience rating of 6.1 (199 votes).,Ramon Térmens,"['Isak Férriz', 'Boris Ruiz', 'Montse Germán', 'Àngels Bassas', 'Gorka Lasaosa', 'Daniel Faraldo', 'Ramon Térmens']"
Triple Frontier,6.4,,"['Thriller', 'Drama']",2019,"['Jungle', 'Drug', 'Survival']",America,Netflix,18+ (R),PT2H5M,"Struggling to make ends meet, former special ops soldiers reunite for a high-stakes heist: stealing $75 million from a South American drug lord.Triple Frontier featuring Ben Affleck and Oscar Isaac is streaming with subscription on Netflix. It's a drama and thriller movie with an average IMDb audience rating of 6.4 (124,797 votes).",J.C. Chandor,"['Ben Affleck', 'Oscar Isaac', 'Charlie Hunnam', 'Garrett Hedlund', 'Pedro Pascal', 'Adria Arjona', 'Louis Jeovanny', 'Juan Camilo Castillo', 'Reynaldo Gallegos', 'Maddy Wary', 'Amber Stone', 'Hilliard Meeks', 'Michael Benjamin Hernandez', 'Hakeemshady Mohamed', 'Jason Quinn', 'Carlos Linares', 'Pedro López', 'David Olmos', 'David Kanutta', 'Toneey Acevedo', 'Gustavo Gómez', 'Alex Gartner', 'Andy Horwitz', 'Charles Roven', 'Neal Dodson', 'Andrés Calderón', 'Anna Gerb', 'Kathryn Bigelow', 'Mark Boal', 'Thomas Hayslip', 'J.C. Chandor', 'Mark Boal', 'Rich Vreeland']"
Battleship,5.8,,"['Science-Fiction', 'Thriller']",2012,"['Apocalypse', 'Alien', 'Space']",America,HBO,13+ (PG-13),PT2H11M,"When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential that his brother, and his fiancée's father—an Admiral—expect of him.Battleship featuring Taylor Kitsch and Tadanobu Asano is streaming with subscription on Netflix, streaming with subscription on Prime Video, streaming with subscription on HBO, and 6 others. It's an Action & Adventure and Science Fiction movie with an average IMDb audience rating of 5.8 (246,289 votes).",Peter Berg,"['Taylor Kitsch', 'Tadanobu Asano', 'Rihanna', 'Brooklyn Decker', 'Gregory D. Gadson', 'Hamish Linklater', 'Liam Neeson', 'Alexander Skarsgård', 'Jerry Ferrara', 'Jesse Plemons', 'John Tui', 'David Jensen', 'Peter Berg', 'Adam Godley', 'Rico McClinton', 'Joji Yoshida', 'Stephen Bishop', 'Austin Naulty', 'James Rawlings', 'Dustin J. Reno', 'Rick Hoffman', 'Bennett Schneir', 'Brian Goldner', 'Duncan Henderson', 'Peter Berg', 'Sarah Aubrey', 'Scott Stuber', 'Erich Hoeber', 'Jon Hoeber', 'Steve Jablonsky']"
A Go Go Cory Carson Halloween,6.3,,"['Family', 'Animation']",2020,['Friendship'],,Netflix,All (G),PT21M,"Cory, Chrissy and Freddie are on the hunt for king-sized candy bars this Halloween! But are all the treats worth the trek to the spooky side of town?A Go Go Cory Carson Halloween featuring Alan C. Lim and Maisie Benson is streaming with subscription on Netflix. It's an animation and family movie with an average IMDb audience rating of 6.3 (52 votes).",Alex Woo,"['Stanley Moore', 'Alan C. Lim', 'Maisie Benson', 'Smith Foreman', 'Ann Kendrick', 'Kerry Gudjohnsen', 'Paul Killam', 'Stanley Moore', 'Tyler Hendrix', 'Ella Joy Ballesteros', 'Jimmy Olea', 'Jim Capobianco', 'Pfeiffer Chastain', 'Paden Andrews', 'Meredith Leo', 'Timothy Hahn', 'Alex Woo', 'Stanley Moore', 'Tone Thyne', 'David Ochs', 'Tyler Hendrix', 'Vincent Lau']"
